date,product_name,quantity_sold,unit_price,total_sales,product_flavor,product_size
2024-04-30,Pineapple Yoghurt 250ml,1,800,800,Pineapple,250ml
2024-04-30,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-30,Plain Yoghurt 500ml,2,1500,3000,Plain,500ml
2024-04-30,Strawberry Yoghurt 500ml,1,1600,1600,Strawberry,500ml
2024-04-30,Banana Yoghurt 500ml,1,1600,1600,Banana,500ml
2024-04-30,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-30,Pineapple Yoghurt 500ml,1,1600,1600,Pineapple,500ml
2024-04-30,Banana Yoghurt 250ml,1,800,800,Banana,250ml
2024-04-30,Coconut Yoghurt 250ml,1,800,800,Coconut,250ml
2024-04-30,Plain Yoghurt 250ml,1,700,700,Plain,250ml
2024-04-30,Plain Yoghurt 250ml,3,700,2100,Plain,250ml
2024-04-30,Plain Yoghurt 250ml,4,700,2800,Plain,250ml
2024-04-30,Banana Yoghurt 250ml,5,800,4000,Banana,250ml
2024-04-30,Plain Yoghurt 500ml,1,1500,1500,Plain,500ml
2024-04-30,Strawberry Yoghurt 500ml,3,1600,4800,Strawberry,500ml
